		Total			MonoSyll			Initial			Medial			Final			nGram_Total			nGram_Word_initial
phones	Syllable Length	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF
prE	3	67	1178.000000	7.071573	0	0.000000	0.000000	48	1052.000000	6.958448	19	126.000000	4.836282	0	0.000000	0.000000	324	5881.000000	8.679482	137	4324.000000	8.371936	
ves	3	200	2950.000000	7.989560	0	0.000000	0.000000	77	704.000000	6.556778	123	2246.000000	7.716906	0	0.000000	0.000000	254	3182.000000	8.065265	83	729.000000	6.591674	
SE	2	39	910.000000	6.813445	0	0.000000	0.000000	10	667.000000	6.502790	29	243.000000	5.493061	0	0.000000	0.000000	201	2815.000000	7.942718	24	1071.000000	6.976348	
dwi	3	4	18.000000	2.890372	0	0.000000	0.000000	0	0.000000	0.000000	3	11.000000	2.397895	1	7.000000	1.945910	4	18.000000	2.890372	0	0.000000	0.000000	
rEN	3	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	
gEl	3	26	103.000000	4.634729	1	16.000000	2.772589	5	29.000000	3.367296	16	53.000000	3.970292	4	5.000000	1.609438	58	314.000000	5.749393	15	154.000000	5.036953	
Gon	3	77	338.000000	5.823046	0	0.000000	0.000000	51	273.000000	5.609472	22	57.000000	4.043051	4	8.000000	2.079442	340	4099.000000	8.318498	54	277.000000	5.624018	
Gu	2	245	1401.000000	7.244942	0	0.000000	0.000000	12	39.000000	3.663562	228	1350.000000	7.207860	5	12.000000	2.484907	414	2489.000000	7.819636	69	703.000000	6.555357	
tum	3	22	98.000000	4.584967	0	0.000000	0.000000	1	2.000000	0.693147	1	1.000000	0.000000	20	95.000000	4.553877	83	486.000000	6.186209	18	104.000000	4.644391	
rjan	4	16	112.000000	4.718499	0	0.000000	0.000000	0	0.000000	0.000000	14	108.000000	4.682131	2	4.000000	1.386294	149	474.000000	6.161207	2	3.000000	1.098612	
ric	3	35	161.000000	5.081404	0	0.000000	0.000000	18	108.000000	4.682131	17	53.000000	3.970292	0	0.000000	0.000000	654	4631.000000	8.440528	146	2590.000000	7.859413	
rjE	3	70	833.000000	6.725034	0	0.000000	0.000000	0	0.000000	0.000000	69	832.000000	6.723832	1	1.000000	0.000000	119	1841.000000	7.518064	3	14.000000	2.639057	
rjeg	4	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	
rjEl	4	15	63.000000	4.143135	0	0.000000	0.000000	0	0.000000	0.000000	12	55.000000	4.007333	3	8.000000	2.079442	24	175.000000	5.164786	0	0.000000	0.000000	
rjet	4	5	18.000000	2.890372	0	0.000000	0.000000	0	0.000000	0.000000	5	18.000000	2.890372	0	0.000000	0.000000	46	1008.000000	6.915723	0	0.000000	0.000000	
naS	3	46	764.000000	6.638568	0	0.000000	0.000000	24	626.000000	6.439350	22	138.000000	4.927254	0	0.000000	0.000000	46	764.000000	6.638568	24	626.000000	6.439350	
rjos	4	5	10.000000	2.302585	0	0.000000	0.000000	0	0.000000	0.000000	5	10.000000	2.302585	0	0.000000	0.000000	80	882.000000	6.782192	0	0.000000	0.000000	
rjOs	4	2	14.000000	2.639057	0	0.000000	0.000000	0	0.000000	0.000000	1	12.000000	2.484907	1	2.000000	0.693147	4	17.000000	2.833213	0	0.000000	0.000000	
kraz	4	20	387.000000	5.958425	0	0.000000	0.000000	0	0.000000	0.000000	20	387.000000	5.958425	0	0.000000	0.000000	20	387.000000	5.958425	0	0.000000	0.000000	
Gat	3	46	317.000000	5.758902	0	0.000000	0.000000	27	265.000000	5.579730	18	49.000000	3.891820	1	3.000000	1.098612	673	5361.000000	8.586906	27	265.000000	5.579730	
riZ	3	194	998.000000	6.905753	2	3.000000	1.098612	0	0.000000	0.000000	192	995.000000	6.902743	0	0.000000	0.000000	211	1068.000000	6.973543	2	3.000000	1.098612	
rju	3	41	588.000000	6.376727	0	0.000000	0.000000	39	575.000000	6.354370	2	13.000000	2.564949	0	0.000000	0.000000	97	2680.000000	7.893572	86	2632.000000	7.875499	
djet	4	1	8.000000	2.079442	0	0.000000	0.000000	0	0.000000	0.000000	1	8.000000	2.079442	0	0.000000	0.000000	20	63.000000	4.143135	14	41.000000	3.713572	
GEd	3	2	5.000000	1.609438	0	0.000000	0.000000	1	3.000000	1.098612	1	2.000000	0.693147	0	0.000000	0.000000	2	5.000000	1.609438	1	3.000000	1.098612	
Nak	3	2	16.000000	2.772589	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	2	16.000000	2.772589	3	17.000000	2.833213	0	0.000000	0.000000	
meg	3	27	54.000000	3.988984	0	0.000000	0.000000	0	0.000000	0.000000	27	54.000000	3.988984	0	0.000000	0.000000	28	57.000000	4.043051	1	3.000000	1.098612	
njus	4	4	16.000000	2.772589	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	4	16.000000	2.772589	4	16.000000	2.772589	0	0.000000	0.000000	
Zas	3	5	6.000000	1.791759	0	0.000000	0.000000	0	0.000000	0.000000	5	6.000000	1.791759	0	0.000000	0.000000	5	6.000000	1.791759	0	0.000000	0.000000	
bOl	3	6	15.000000	2.708050	0	0.000000	0.000000	2	9.000000	2.197225	4	6.000000	1.791759	0	0.000000	0.000000	31	161.000000	5.081404	7	25.000000	3.218876	
nje	3	41	185.000000	5.220356	0	0.000000	0.000000	0	0.000000	0.000000	22	105.000000	4.653960	19	80.000000	4.382027	76	366.000000	5.902633	2	20.000000	2.995732	
bje	3	23	117.000000	4.762174	0	0.000000	0.000000	1	1.000000	0.000000	13	65.000000	4.174387	9	51.000000	3.931826	84	969.000000	6.876265	5	6.000000	1.791759	
raf	3	116	762.000000	6.635947	1	4.000000	1.386294	99	727.000000	6.588926	16	31.000000	3.433987	0	0.000000	0.000000	540	3188.000000	8.067149	107	832.000000	6.723832	
bag	3	6	207.000000	5.332719	0	0.000000	0.000000	4	201.000000	5.303305	2	6.000000	1.791759	0	0.000000	0.000000	13	216.000000	5.375278	5	202.000000	5.308268	
kEn	3	5	74.000000	4.304065	0	0.000000	0.000000	3	71.000000	4.262680	2	3.000000	1.098612	0	0.000000	0.000000	21	162.000000	5.087596	5	87.000000	4.465908	
kir	3	5	12.000000	2.484907	0	0.000000	0.000000	0	0.000000	0.000000	5	12.000000	2.484907	0	0.000000	0.000000	45	228.000000	5.429346	18	159.000000	5.068904	
kiS	3	1	11.000000	2.397895	0	0.000000	0.000000	0	0.000000	0.000000	1	11.000000	2.397895	0	0.000000	0.000000	1	11.000000	2.397895	0	0.000000	0.000000	
vam	3	35	110.000000	4.700480	0	0.000000	0.000000	12	31.000000	3.433987	23	79.000000	4.369448	0	0.000000	0.000000	310	2442.000000	7.800573	14	35.000000	3.555348	
vas	3	85	555.000000	6.318968	2	2.000000	0.693147	26	329.000000	5.796058	54	220.000000	5.393628	3	4.000000	1.386294	173	1046.000000	6.952729	43	473.000000	6.159095	
rok	3	44	137.000000	4.919981	0	0.000000	0.000000	15	46.000000	3.828641	29	91.000000	4.510860	0	0.000000	0.000000	226	1504.000000	7.315884	22	55.000000	4.007333	
vEl	3	68	1059.000000	6.965080	0	0.000000	0.000000	4	17.000000	2.833213	64	1042.000000	6.948897	0	0.000000	0.000000	79	1101.000000	7.003974	9	27.000000	3.295837	
vel	3	52	188.000000	5.236442	0	0.000000	0.000000	14	112.000000	4.718499	38	76.000000	4.330733	0	0.000000	0.000000	238	2122.000000	7.660114	90	1069.000000	6.974479	
ruf	3	16	57.000000	4.043051	0	0.000000	0.000000	10	42.000000	3.737670	6	15.000000	2.708050	0	0.000000	0.000000	47	181.000000	5.198497	10	42.000000	3.737670	
rug	3	26	103.000000	4.634729	0	0.000000	0.000000	18	87.000000	4.465908	8	16.000000	2.772589	0	0.000000	0.000000	71	280.000000	5.634790	20	91.000000	4.510860	
rwO	3	24	958.000000	6.864848	0	0.000000	0.000000	13	900.000000	6.802395	11	58.000000	4.060443	0	0.000000	0.000000	25	960.000000	6.866933	13	900.000000	6.802395	
rwo	3	20	48.000000	3.871201	0	0.000000	0.000000	9	25.000000	3.218876	11	23.000000	3.135494	0	0.000000	0.000000	22	54.000000	3.988984	9	25.000000	3.218876	
cal	3	26	355.000000	5.872118	0	0.000000	0.000000	5	7.000000	1.945910	17	339.000000	5.826000	4	9.000000	2.197225	163	3731.000000	8.224432	6	20.000000	2.995732	
fiz	3	8	37.000000	3.610918	0	0.000000	0.000000	1	11.000000	2.397895	7	26.000000	3.258097	0	0.000000	0.000000	11	43.000000	3.761200	1	11.000000	2.397895	
tuf	3	37	128.000000	4.852030	0	0.000000	0.000000	24	90.000000	4.499810	13	38.000000	3.637586	0	0.000000	0.000000	60	223.000000	5.407172	26	95.000000	4.553877	
vEn	3	217	5226.000000	8.561401	0	0.000000	0.000000	24	2046.000000	7.623642	191	3177.000000	8.063693	2	3.000000	1.098612	266	5570.000000	8.625150	44	2304.000000	7.742402	
ZiN	3	1	4.000000	1.386294	0	0.000000	0.000000	0	0.000000	0.000000	1	4.000000	1.386294	0	0.000000	0.000000	1	4.000000	1.386294	0	0.000000	0.000000	
Zil	3	6	11.000000	2.397895	0	0.000000	0.000000	3	8.000000	2.079442	3	3.000000	1.098612	0	0.000000	0.000000	7	12.000000	2.484907	4	9.000000	2.197225	
aS	2	64	341.000000	5.831882	0	0.000000	0.000000	64	341.000000	5.831882	0	0.000000	0.000000	0	0.000000	0.000000	459	5618.000000	8.633731	64	341.000000	5.831882	
SEl	3	21	95.000000	4.553877	0	0.000000	0.000000	2	8.000000	2.079442	16	51.000000	3.931826	3	36.000000	3.583519	24	137.000000	4.919981	2	8.000000	2.079442	
Sel	3	41	1585.000000	7.368340	0	0.000000	0.000000	29	1551.000000	7.346655	12	34.000000	3.526361	0	0.000000	0.000000	45	1590.000000	7.371489	29	1551.000000	7.346655	
SEs	3	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	2	8.000000	2.079442	0	0.000000	0.000000	
bjan	4	85	1612.000000	7.385231	0	0.000000	0.000000	57	1513.000000	7.321850	26	95.000000	4.553877	2	4.000000	1.386294	131	2145.000000	7.670895	58	1514.000000	7.322510	
Sut	3	13	140.000000	4.941642	0	0.000000	0.000000	0	0.000000	0.000000	13	140.000000	4.941642	0	0.000000	0.000000	80	1586.000000	7.368970	0	0.000000	0.000000	
ses	3	163	1517.000000	7.324490	0	0.000000	0.000000	53	699.000000	6.549651	110	818.000000	6.706862	0	0.000000	0.000000	167	1540.000000	7.339538	53	699.000000	6.549651	
swa	3	48	198.000000	5.288267	0	0.000000	0.000000	2	10.000000	2.302585	46	188.000000	5.236442	0	0.000000	0.000000	52	220.000000	5.393628	2	10.000000	2.302585	
sEt	3	59	947.000000	6.853299	0	0.000000	0.000000	35	737.000000	6.602588	23	208.000000	5.337538	1	2.000000	0.693147	62	953.000000	6.859615	35	737.000000	6.602588	
fal	3	168	1169.000000	7.063904	0	0.000000	0.000000	129	970.000000	6.877296	38	198.000000	5.288267	1	1.000000	0.000000	241	1398.000000	7.242798	144	1029.000000	6.936343	
sjan	4	2	7.000000	1.945910	0	0.000000	0.000000	0	0.000000	0.000000	2	7.000000	1.945910	0	0.000000	0.000000	78	172.000000	5.147494	0	0.000000	0.000000	
sjar	4	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	
priN	4	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	
pril	4	1	35.000000	3.555348	0	0.000000	0.000000	0	0.000000	0.000000	1	35.000000	3.555348	0	0.000000	0.000000	11	407.000000	6.008813	0	0.000000	0.000000	
sad	3	3	89.000000	4.488636	0	0.000000	0.000000	1	85.000000	4.442651	0	0.000000	0.000000	2	4.000000	1.386294	24	152.000000	5.023881	14	131.000000	4.875197	
sag	3	84	1266.000000	7.143618	0	0.000000	0.000000	20	288.000000	5.662960	64	978.000000	6.885510	0	0.000000	0.000000	125	1618.000000	7.388946	22	305.000000	5.720312	
rOt	3	31	163.000000	5.093750	0	0.000000	0.000000	2	12.000000	2.484907	29	151.000000	5.017280	0	0.000000	0.000000	121	636.000000	6.455199	14	86.000000	4.454347	
djan	4	16	120.000000	4.787492	0	0.000000	0.000000	1	1.000000	0.000000	11	111.000000	4.709530	4	8.000000	2.079442	105	945.000000	6.851185	2	2.000000	0.693147	
djar	4	17	21.000000	3.044522	0	0.000000	0.000000	0	0.000000	0.000000	17	21.000000	3.044522	0	0.000000	0.000000	54	365.000000	5.899897	6	109.000000	4.691348	
seN	3	298	4439.000000	8.398184	0	0.000000	0.000000	89	2087.000000	7.643483	209	2352.000000	7.763021	0	0.000000	0.000000	298	4439.000000	8.398184	89	2087.000000	7.643483	
Naz	3	24	158.000000	5.062595	0	0.000000	0.000000	0	0.000000	0.000000	24	158.000000	5.062595	0	0.000000	0.000000	24	158.000000	5.062595	0	0.000000	0.000000	
NO	2	81	538.000000	6.287859	0	0.000000	0.000000	2	2.000000	0.693147	64	486.000000	6.186209	15	50.000000	3.912023	106	631.000000	6.447306	8	28.000000	3.332205	
sem	3	99	6293.000000	8.747193	0	0.000000	0.000000	66	3618.000000	8.193677	33	2675.000000	7.891705	0	0.000000	0.000000	291	6926.000000	8.843038	229	4158.000000	8.332789	
bla	3	26	56.000000	4.025352	3	14.000000	2.639057	9	22.000000	3.091042	13	18.000000	2.890372	1	2.000000	0.693147	52	134.000000	4.897840	36	89.000000	4.488636	
blag	4	1	11.000000	2.397895	0	0.000000	0.000000	0	0.000000	0.000000	1	11.000000	2.397895	0	0.000000	0.000000	1	11.000000	2.397895	0	0.000000	0.000000	
blE	3	9	2131.000000	7.664347	0	0.000000	0.000000	1	1.000000	0.000000	8	2130.000000	7.663877	0	0.000000	0.000000	9	2131.000000	7.664347	1	1.000000	0.000000	
ble	3	20	81.000000	4.394449	0	0.000000	0.000000	0	0.000000	0.000000	19	79.000000	4.369448	1	2.000000	0.693147	21	82.000000	4.406719	1	1.000000	0.000000	
dwa	3	16	94.000000	4.543295	0	0.000000	0.000000	1	5.000000	1.609438	14	81.000000	4.394449	1	8.000000	2.079442	21	145.000000	4.976734	1	5.000000	1.609438	
dwe	3	2	8.000000	2.079442	0	0.000000	0.000000	0	0.000000	0.000000	1	7.000000	1.945910	1	1.000000	0.000000	2	8.000000	2.079442	0	0.000000	0.000000	
dwo	3	1	6.000000	1.791759	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	6.000000	1.791759	1	6.000000	1.791759	0	0.000000	0.000000	
sil	3	70	499.000000	6.212606	0	0.000000	0.000000	32	390.000000	5.966147	37	108.000000	4.682131	1	1.000000	0.000000	222	2084.000000	7.642044	72	1111.000000	7.013016	
caz	3	13	580.000000	6.363028	0	0.000000	0.000000	1	1.000000	0.000000	12	579.000000	6.361302	0	0.000000	0.000000	13	580.000000	6.363028	1	1.000000	0.000000	
tjo	3	73	1038.000000	6.945051	0	0.000000	0.000000	1	6.000000	1.791759	65	1010.000000	6.917706	7	22.000000	3.091042	73	1038.000000	6.945051	1	6.000000	1.791759	
sog	3	53	495.000000	6.204558	0	0.000000	0.000000	46	486.000000	6.186209	7	9.000000	2.197225	0	0.000000	0.000000	58	512.000000	6.238325	48	491.000000	6.196444	
sol	3	169	2420.000000	7.791523	0	0.000000	0.000000	129	2330.000000	7.753624	40	90.000000	4.499810	0	0.000000	0.000000	585	13098.000000	9.480215	251	10825.000000	9.289614	
lom	3	73	632.000000	6.448889	0	0.000000	0.000000	25	366.000000	5.902633	48	266.000000	5.583496	0	0.000000	0.000000	137	1030.000000	6.937314	30	379.000000	5.937536	
luz	3	58	1144.000000	7.042286	0	0.000000	0.000000	5	23.000000	3.135494	53	1121.000000	7.021976	0	0.000000	0.000000	60	1148.000000	7.045777	5	23.000000	3.135494	
miL	3	125	3389.000000	8.128290	0	0.000000	0.000000	62	1632.000000	7.397562	63	1757.000000	7.471363	0	0.000000	0.000000	125	3389.000000	8.128290	62	1632.000000	7.397562	
Lar	3	65	118.000000	4.770685	0	0.000000	0.000000	0	0.000000	0.000000	64	115.000000	4.744932	1	3.000000	1.098612	137	547.000000	6.304449	0	0.000000	0.000000	
Las	3	18	84.000000	4.430817	0	0.000000	0.000000	0	0.000000	0.000000	18	84.000000	4.430817	0	0.000000	0.000000	18	84.000000	4.430817	0	0.000000	0.000000	
pir	3	47	136.000000	4.912655	0	0.000000	0.000000	7	16.000000	2.772589	40	120.000000	4.787492	0	0.000000	0.000000	355	2899.000000	7.972121	68	251.000000	5.525453	
piS	3	37	414.000000	6.025866	0	0.000000	0.000000	20	98.000000	4.584967	17	316.000000	5.755742	0	0.000000	0.000000	37	414.000000	6.025866	20	98.000000	4.584967	
bir	3	25	130.000000	4.867534	0	0.000000	0.000000	12	88.000000	4.477337	13	42.000000	3.737670	0	0.000000	0.000000	86	373.000000	5.921578	25	110.000000	4.700480	
sOr	3	35	710.000000	6.565265	1	1.000000	0.000000	18	495.000000	6.204558	16	214.000000	5.365976	0	0.000000	0.000000	81	1075.000000	6.980076	22	506.000000	6.226537	
sot	3	326	3973.000000	8.287277	0	0.000000	0.000000	308	3941.000000	8.279190	18	32.000000	3.465736	0	0.000000	0.000000	342	4024.000000	8.300032	309	3944.000000	8.279951	
swe	3	11	51.000000	3.931826	0	0.000000	0.000000	0	0.000000	0.000000	11	51.000000	3.931826	0	0.000000	0.000000	11	51.000000	3.931826	0	0.000000	0.000000	
faz	3	35	346.000000	5.846439	0	0.000000	0.000000	16	107.000000	4.672829	19	239.000000	5.476464	0	0.000000	0.000000	35	346.000000	5.846439	16	107.000000	4.672829	
sun	3	67	1076.000000	6.981006	0	0.000000	0.000000	4	13.000000	2.564949	58	608.000000	6.410175	5	455.000000	6.120297	76	2839.000000	7.951207	4	13.000000	2.564949	
sur	3	101	468.000000	6.148468	3	19.000000	2.944439	41	112.000000	4.718499	56	331.000000	5.802118	1	6.000000	1.791759	212	1676.000000	7.424165	45	132.000000	4.882802	
mjo	3	35	509.000000	6.232448	0	0.000000	0.000000	0	0.000000	0.000000	14	49.000000	3.891820	21	460.000000	6.131226	39	576.000000	6.356108	0	0.000000	0.000000	
riks	4	2	10.000000	2.302585	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	2	10.000000	2.302585	2	10.000000	2.302585	0	0.000000	0.000000	
rOj	3	8	26.000000	3.258097	0	0.000000	0.000000	0	0.000000	0.000000	8	26.000000	3.258097	0	0.000000	0.000000	16	105.000000	4.653960	3	38.000000	3.637586	
nat	3	29	148.000000	4.997212	0	0.000000	0.000000	1	3.000000	1.098612	23	132.000000	4.882802	5	13.000000	2.564949	1913	15409.000000	9.642707	99	3154.000000	8.056427	
tol	3	36	193.000000	5.262690	0	0.000000	0.000000	23	113.000000	4.727388	11	77.000000	4.343805	2	3.000000	1.098612	510	3418.000000	8.136811	31	137.000000	4.919981	
trat	4	276	3767.000000	8.234034	0	0.000000	0.000000	112	2447.000000	7.802618	164	1320.000000	7.185387	0	0.000000	0.000000	632	8251.000000	9.018090	113	2449.000000	7.803435	
trid	4	2	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	2	3.000000	1.098612	33	80.000000	4.382027	7	25.000000	3.218876	
trin	4	67	265.000000	5.579730	0	0.000000	0.000000	17	41.000000	3.713572	49	223.000000	5.407172	1	1.000000	0.000000	186	906.000000	6.809039	28	74.000000	4.304065	
tuz	3	38	849.000000	6.744059	0	0.000000	0.000000	1	1.000000	0.000000	37	848.000000	6.742881	0	0.000000	0.000000	53	890.000000	6.791221	1	1.000000	0.000000	
tem	3	150	1023.000000	6.930495	0	0.000000	0.000000	76	598.000000	6.393591	73	423.000000	6.047372	1	2.000000	0.693147	387	2845.000000	7.953318	120	956.000000	6.862758	
tlas	4	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	
tlE	3	14	234.000000	5.455321	0	0.000000	0.000000	0	0.000000	0.000000	13	224.000000	5.411646	1	10.000000	2.302585	15	235.000000	5.459586	0	0.000000	0.000000	
tle	3	6	11.000000	2.397895	0	0.000000	0.000000	0	0.000000	0.000000	6	11.000000	2.397895	0	0.000000	0.000000	7	89.000000	4.488636	0	0.000000	0.000000	
tOl	3	29	319.000000	5.765191	0	0.000000	0.000000	19	288.000000	5.662960	9	30.000000	3.401197	1	1.000000	0.000000	96	1076.000000	6.981006	20	289.000000	5.666427	
miZ	3	43	114.000000	4.736198	0	0.000000	0.000000	0	0.000000	0.000000	43	114.000000	4.736198	0	0.000000	0.000000	43	114.000000	4.736198	0	0.000000	0.000000	
tOs	3	34	837.000000	6.729824	0	0.000000	0.000000	19	138.000000	4.927254	14	698.000000	6.548219	1	1.000000	0.000000	37	840.000000	6.733402	20	139.000000	4.934474	
traZ	4	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	
fiZ	3	3	6.000000	1.791759	0	0.000000	0.000000	0	0.000000	0.000000	3	6.000000	1.791759	0	0.000000	0.000000	3	6.000000	1.791759	0	0.000000	0.000000	
tak	3	132	1162.000000	7.057898	5	15.000000	2.708050	22	140.000000	4.941642	103	1005.000000	6.912743	2	2.000000	0.693147	267	2330.000000	7.753624	31	161.000000	5.081404	
taL	3	178	1543.000000	7.341484	0	0.000000	0.000000	94	779.000000	6.658011	84	764.000000	6.638568	0	0.000000	0.000000	183	1556.000000	7.349874	94	779.000000	6.658011	
tek	3	45	367.000000	5.905362	0	0.000000	0.000000	25	324.000000	5.780744	20	43.000000	3.761200	0	0.000000	0.000000	95	653.000000	6.481577	27	328.000000	5.793014	
teg	3	168	828.000000	6.719013	0	0.000000	0.000000	0	0.000000	0.000000	168	828.000000	6.719013	0	0.000000	0.000000	174	1056.000000	6.962243	0	0.000000	0.000000	
nwan	4	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	
nwar	4	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	
az	2	100	1434.000000	7.268223	0	0.000000	0.000000	62	860.000000	6.756932	38	574.000000	6.352629	0	0.000000	0.000000	2432	36053.000000	10.492745	62	860.000000	6.756932	
nwO	3	35	5023.000000	8.521783	0	0.000000	0.000000	28	5005.000000	8.518193	6	17.000000	2.833213	1	1.000000	0.000000	38	5026.000000	8.522380	31	5008.000000	8.518792	
trak	4	12	26.000000	3.258097	0	0.000000	0.000000	1	1.000000	0.000000	9	22.000000	3.091042	2	3.000000	1.098612	44	175.000000	5.164786	12	36.000000	3.583519	
traG	4	13	32.000000	3.465736	0	0.000000	0.000000	4	10.000000	2.302585	9	22.000000	3.091042	0	0.000000	0.000000	32	228.000000	5.429346	18	181.000000	5.198497	
tEL	3	3	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	3	3.000000	1.098612	0	0.000000	0.000000	3	3.000000	1.098612	0	0.000000	0.000000	
buz	3	20	253.000000	5.533389	0	0.000000	0.000000	4	19.000000	2.944439	14	221.000000	5.398163	2	13.000000	2.564949	20	253.000000	5.533389	4	19.000000	2.944439	
twal	4	11	242.000000	5.488938	0	0.000000	0.000000	0	0.000000	0.000000	11	242.000000	5.488938	0	0.000000	0.000000	74	844.000000	6.738152	0	0.000000	0.000000	
zE	2	12	45.000000	3.806662	1	1.000000	0.000000	1	1.000000	0.000000	9	21.000000	3.044522	1	22.000000	3.091042	28	94.000000	4.543295	2	2.000000	0.693147	
